reference_generic,month,year,ct_studies,month_year,hover_text
bevacizumab,June,2016,14,2016-06-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>June-2016<br><b>No. of CT Studies: </b>14
bevacizumab,June,2017,9,2017-06-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>June-2017<br><b>No. of CT Studies: </b>9
bevacizumab,June,2018,7,2018-06-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>June-2018<br><b>No. of CT Studies: </b>7
bevacizumab,June,2019,10,2019-06-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>June-2019<br><b>No. of CT Studies: </b>10
bevacizumab,March,2010,18,2010-03-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>March-2010<br><b>No. of CT Studies: </b>18
bevacizumab,March,2011,23,2011-03-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>March-2011<br><b>No. of CT Studies: </b>23
bevacizumab,March,2012,18,2012-03-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>March-2012<br><b>No. of CT Studies: </b>18
bevacizumab,March,2013,10,2013-03-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>March-2013<br><b>No. of CT Studies: </b>10
bevacizumab,March,2014,5,2014-03-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>March-2014<br><b>No. of CT Studies: </b>5
bevacizumab,March,2015,11,2015-03-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>March-2015<br><b>No. of CT Studies: </b>11
bevacizumab,March,2016,10,2016-03-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>March-2016<br><b>No. of CT Studies: </b>10
bevacizumab,March,2017,17,2017-03-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>March-2017<br><b>No. of CT Studies: </b>17
bevacizumab,March,2018,11,2018-03-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>March-2018<br><b>No. of CT Studies: </b>11
bevacizumab,March,2019,14,2019-03-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>March-2019<br><b>No. of CT Studies: </b>14
bevacizumab,March,2020,15,2020-03-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>March-2020<br><b>No. of CT Studies: </b>15
bevacizumab,May,2010,14,2010-05-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>May-2010<br><b>No. of CT Studies: </b>14
bevacizumab,May,2011,13,2011-05-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>May-2011<br><b>No. of CT Studies: </b>13
bevacizumab,May,2012,11,2012-05-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>May-2012<br><b>No. of CT Studies: </b>11
bevacizumab,May,2013,22,2013-05-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>May-2013<br><b>No. of CT Studies: </b>22
bevacizumab,May,2014,12,2014-05-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>May-2014<br><b>No. of CT Studies: </b>12
bevacizumab,May,2015,11,2015-05-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>May-2015<br><b>No. of CT Studies: </b>11
bevacizumab,May,2016,8,2016-05-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>May-2016<br><b>No. of CT Studies: </b>8
bevacizumab,May,2017,12,2017-05-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>May-2017<br><b>No. of CT Studies: </b>12
bevacizumab,May,2018,8,2018-05-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>May-2018<br><b>No. of CT Studies: </b>8
bevacizumab,May,2019,13,2019-05-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>May-2019<br><b>No. of CT Studies: </b>13
bevacizumab,November,2010,12,2010-11-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>November-2010<br><b>No. of CT Studies: </b>12
bevacizumab,November,2011,11,2011-11-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>November-2011<br><b>No. of CT Studies: </b>11
bevacizumab,November,2012,8,2012-11-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>November-2012<br><b>No. of CT Studies: </b>8
bevacizumab,November,2013,12,2013-11-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>November-2013<br><b>No. of CT Studies: </b>12
bevacizumab,November,2014,6,2014-11-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>November-2014<br><b>No. of CT Studies: </b>6
bevacizumab,November,2015,14,2015-11-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>November-2015<br><b>No. of CT Studies: </b>14
bevacizumab,November,2016,14,2016-11-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>November-2016<br><b>No. of CT Studies: </b>14
bevacizumab,November,2017,8,2017-11-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>November-2017<br><b>No. of CT Studies: </b>8
bevacizumab,November,2018,13,2018-11-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>November-2018<br><b>No. of CT Studies: </b>13
bevacizumab,November,2019,11,2019-11-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>November-2019<br><b>No. of CT Studies: </b>11
bevacizumab,October,2010,23,2010-10-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>October-2010<br><b>No. of CT Studies: </b>23
bevacizumab,October,2011,14,2011-10-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>October-2011<br><b>No. of CT Studies: </b>14
bevacizumab,October,2012,13,2012-10-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>October-2012<br><b>No. of CT Studies: </b>13
bevacizumab,October,2013,15,2013-10-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>October-2013<br><b>No. of CT Studies: </b>15
bevacizumab,October,2014,5,2014-10-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>October-2014<br><b>No. of CT Studies: </b>5
bevacizumab,October,2015,7,2015-10-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>October-2015<br><b>No. of CT Studies: </b>7
bevacizumab,October,2016,3,2016-10-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>October-2016<br><b>No. of CT Studies: </b>3
bevacizumab,October,2017,10,2017-10-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>October-2017<br><b>No. of CT Studies: </b>10
bevacizumab,October,2018,19,2018-10-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>October-2018<br><b>No. of CT Studies: </b>19
bevacizumab,October,2019,12,2019-10-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>October-2019<br><b>No. of CT Studies: </b>12
bevacizumab,September,2010,26,2010-09-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>September-2010<br><b>No. of CT Studies: </b>26
bevacizumab,September,2011,10,2011-09-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>September-2011<br><b>No. of CT Studies: </b>10
bevacizumab,September,2012,11,2012-09-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>September-2012<br><b>No. of CT Studies: </b>11
bevacizumab,September,2013,8,2013-09-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>September-2013<br><b>No. of CT Studies: </b>8
bevacizumab,September,2014,10,2014-09-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>September-2014<br><b>No. of CT Studies: </b>10
bevacizumab,September,2015,9,2015-09-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>September-2015<br><b>No. of CT Studies: </b>9
bevacizumab,September,2016,11,2016-09-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>September-2016<br><b>No. of CT Studies: </b>11
bevacizumab,September,2017,10,2017-09-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>September-2017<br><b>No. of CT Studies: </b>10
bevacizumab,September,2018,16,2018-09-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>September-2018<br><b>No. of CT Studies: </b>16
bevacizumab,September,2019,14,2019-09-01,<b>Reference Generic: </b>bevacizumab<br><b>Month: </b>September-2019<br><b>No. of CT Studies: </b>14
epoetin-alfa,April,2010,2,2010-04-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>April-2010<br><b>No. of CT Studies: </b>2
epoetin-alfa,April,2011,3,2011-04-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>April-2011<br><b>No. of CT Studies: </b>3
epoetin-alfa,April,2012,3,2012-04-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>April-2012<br><b>No. of CT Studies: </b>3
epoetin-alfa,April,2013,4,2013-04-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>April-2013<br><b>No. of CT Studies: </b>4
epoetin-alfa,April,2014,1,2014-04-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>April-2014<br><b>No. of CT Studies: </b>1
epoetin-alfa,April,2015,5,2015-04-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>April-2015<br><b>No. of CT Studies: </b>5
epoetin-alfa,April,2016,1,2016-04-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>April-2016<br><b>No. of CT Studies: </b>1
epoetin-alfa,April,2017,2,2017-04-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>April-2017<br><b>No. of CT Studies: </b>2
epoetin-alfa,April,2018,1,2018-04-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>April-2018<br><b>No. of CT Studies: </b>1
epoetin-alfa,April,2019,5,2019-04-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>April-2019<br><b>No. of CT Studies: </b>5
epoetin-alfa,August,2010,5,2010-08-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>August-2010<br><b>No. of CT Studies: </b>5
epoetin-alfa,August,2011,4,2011-08-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>August-2011<br><b>No. of CT Studies: </b>4
epoetin-alfa,August,2012,5,2012-08-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>August-2012<br><b>No. of CT Studies: </b>5
epoetin-alfa,August,2013,1,2013-08-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>August-2013<br><b>No. of CT Studies: </b>1
epoetin-alfa,August,2014,6,2014-08-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>August-2014<br><b>No. of CT Studies: </b>6
epoetin-alfa,August,2015,1,2015-08-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>August-2015<br><b>No. of CT Studies: </b>1
epoetin-alfa,August,2016,1,2016-08-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>August-2016<br><b>No. of CT Studies: </b>1
epoetin-alfa,August,2017,1,2017-08-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>August-2017<br><b>No. of CT Studies: </b>1
epoetin-alfa,August,2018,1,2018-08-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>August-2018<br><b>No. of CT Studies: </b>1
epoetin-alfa,August,2019,2,2019-08-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>August-2019<br><b>No. of CT Studies: </b>2
epoetin-alfa,December,2010,1,2010-12-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>December-2010<br><b>No. of CT Studies: </b>1
epoetin-alfa,December,2011,4,2011-12-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>December-2011<br><b>No. of CT Studies: </b>4
epoetin-alfa,December,2012,1,2012-12-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>December-2012<br><b>No. of CT Studies: </b>1
epoetin-alfa,December,2013,5,2013-12-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>December-2013<br><b>No. of CT Studies: </b>5
epoetin-alfa,December,2014,4,2014-12-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>December-2014<br><b>No. of CT Studies: </b>4
epoetin-alfa,December,2015,6,2015-12-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>December-2015<br><b>No. of CT Studies: </b>6
epoetin-alfa,December,2016,3,2016-12-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>December-2016<br><b>No. of CT Studies: </b>3
epoetin-alfa,December,2017,4,2017-12-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>December-2017<br><b>No. of CT Studies: </b>4
epoetin-alfa,December,2018,4,2018-12-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>December-2018<br><b>No. of CT Studies: </b>4
epoetin-alfa,December,2019,3,2019-12-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>December-2019<br><b>No. of CT Studies: </b>3
epoetin-alfa,February,2010,2,2010-02-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>February-2010<br><b>No. of CT Studies: </b>2
epoetin-alfa,February,2011,3,2011-02-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>February-2011<br><b>No. of CT Studies: </b>3
epoetin-alfa,February,2012,4,2012-02-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>February-2012<br><b>No. of CT Studies: </b>4
epoetin-alfa,February,2013,5,2013-02-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>February-2013<br><b>No. of CT Studies: </b>5
epoetin-alfa,February,2014,2,2014-02-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>February-2014<br><b>No. of CT Studies: </b>2
epoetin-alfa,February,2015,2,2015-02-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>February-2015<br><b>No. of CT Studies: </b>2
epoetin-alfa,February,2016,3,2016-02-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>February-2016<br><b>No. of CT Studies: </b>3
epoetin-alfa,February,2017,3,2017-02-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>February-2017<br><b>No. of CT Studies: </b>3
epoetin-alfa,February,2018,3,2018-02-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>February-2018<br><b>No. of CT Studies: </b>3
epoetin-alfa,February,2019,1,2019-02-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>February-2019<br><b>No. of CT Studies: </b>1
epoetin-alfa,February,2020,3,2020-02-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>February-2020<br><b>No. of CT Studies: </b>3
epoetin-alfa,January,2010,5,2010-01-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>January-2010<br><b>No. of CT Studies: </b>5
epoetin-alfa,January,2011,3,2011-01-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>January-2011<br><b>No. of CT Studies: </b>3
epoetin-alfa,January,2012,4,2012-01-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>January-2012<br><b>No. of CT Studies: </b>4
epoetin-alfa,January,2013,7,2013-01-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>January-2013<br><b>No. of CT Studies: </b>7
epoetin-alfa,January,2014,4,2014-01-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>January-2014<br><b>No. of CT Studies: </b>4
epoetin-alfa,January,2015,4,2015-01-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>January-2015<br><b>No. of CT Studies: </b>4
epoetin-alfa,January,2016,1,2016-01-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>January-2016<br><b>No. of CT Studies: </b>1
epoetin-alfa,January,2017,4,2017-01-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>January-2017<br><b>No. of CT Studies: </b>4
epoetin-alfa,January,2018,4,2018-01-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>January-2018<br><b>No. of CT Studies: </b>4
epoetin-alfa,January,2019,9,2019-01-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>January-2019<br><b>No. of CT Studies: </b>9
epoetin-alfa,January,2020,2,2020-01-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>January-2020<br><b>No. of CT Studies: </b>2
epoetin-alfa,July,2010,5,2010-07-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>July-2010<br><b>No. of CT Studies: </b>5
epoetin-alfa,July,2011,6,2011-07-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>July-2011<br><b>No. of CT Studies: </b>6
epoetin-alfa,July,2012,2,2012-07-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>July-2012<br><b>No. of CT Studies: </b>2
epoetin-alfa,July,2013,4,2013-07-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>July-2013<br><b>No. of CT Studies: </b>4
epoetin-alfa,July,2014,5,2014-07-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>July-2014<br><b>No. of CT Studies: </b>5
epoetin-alfa,July,2015,4,2015-07-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>July-2015<br><b>No. of CT Studies: </b>4
epoetin-alfa,July,2016,2,2016-07-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>July-2016<br><b>No. of CT Studies: </b>2
epoetin-alfa,July,2017,4,2017-07-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>July-2017<br><b>No. of CT Studies: </b>4
epoetin-alfa,July,2018,1,2018-07-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>July-2018<br><b>No. of CT Studies: </b>1
epoetin-alfa,July,2019,5,2019-07-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>July-2019<br><b>No. of CT Studies: </b>5
epoetin-alfa,June,2010,7,2010-06-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>June-2010<br><b>No. of CT Studies: </b>7
epoetin-alfa,June,2011,4,2011-06-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>June-2011<br><b>No. of CT Studies: </b>4
epoetin-alfa,June,2012,7,2012-06-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>June-2012<br><b>No. of CT Studies: </b>7
epoetin-alfa,June,2013,3,2013-06-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>June-2013<br><b>No. of CT Studies: </b>3
epoetin-alfa,June,2014,5,2014-06-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>June-2014<br><b>No. of CT Studies: </b>5
epoetin-alfa,June,2015,1,2015-06-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>June-2015<br><b>No. of CT Studies: </b>1
epoetin-alfa,June,2016,7,2016-06-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>June-2016<br><b>No. of CT Studies: </b>7
epoetin-alfa,June,2017,4,2017-06-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>June-2017<br><b>No. of CT Studies: </b>4
epoetin-alfa,June,2018,1,2018-06-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>June-2018<br><b>No. of CT Studies: </b>1
epoetin-alfa,June,2019,4,2019-06-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>June-2019<br><b>No. of CT Studies: </b>4
epoetin-alfa,March,2010,6,2010-03-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>March-2010<br><b>No. of CT Studies: </b>6
epoetin-alfa,March,2011,0,2011-03-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>March-2011<br><b>No. of CT Studies: </b>0
epoetin-alfa,March,2012,6,2012-03-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>March-2012<br><b>No. of CT Studies: </b>6
epoetin-alfa,March,2013,1,2013-03-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>March-2013<br><b>No. of CT Studies: </b>1
epoetin-alfa,March,2014,3,2014-03-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>March-2014<br><b>No. of CT Studies: </b>3
epoetin-alfa,March,2015,4,2015-03-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>March-2015<br><b>No. of CT Studies: </b>4
epoetin-alfa,March,2016,5,2016-03-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>March-2016<br><b>No. of CT Studies: </b>5
epoetin-alfa,March,2017,0,2017-03-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>March-2017<br><b>No. of CT Studies: </b>0
epoetin-alfa,March,2018,3,2018-03-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>March-2018<br><b>No. of CT Studies: </b>3
epoetin-alfa,March,2019,5,2019-03-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>March-2019<br><b>No. of CT Studies: </b>5
epoetin-alfa,March,2020,1,2020-03-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>March-2020<br><b>No. of CT Studies: </b>1
epoetin-alfa,May,2010,4,2010-05-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>May-2010<br><b>No. of CT Studies: </b>4
epoetin-alfa,May,2011,3,2011-05-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>May-2011<br><b>No. of CT Studies: </b>3
epoetin-alfa,May,2012,9,2012-05-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>May-2012<br><b>No. of CT Studies: </b>9
epoetin-alfa,May,2013,0,2013-05-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>May-2013<br><b>No. of CT Studies: </b>0
epoetin-alfa,May,2014,4,2014-05-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>May-2014<br><b>No. of CT Studies: </b>4
epoetin-alfa,May,2015,2,2015-05-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>May-2015<br><b>No. of CT Studies: </b>2
epoetin-alfa,May,2016,4,2016-05-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>May-2016<br><b>No. of CT Studies: </b>4
epoetin-alfa,May,2017,3,2017-05-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>May-2017<br><b>No. of CT Studies: </b>3
epoetin-alfa,May,2018,1,2018-05-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>May-2018<br><b>No. of CT Studies: </b>1
epoetin-alfa,May,2019,8,2019-05-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>May-2019<br><b>No. of CT Studies: </b>8
epoetin-alfa,November,2010,5,2010-11-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>November-2010<br><b>No. of CT Studies: </b>5
epoetin-alfa,November,2011,4,2011-11-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>November-2011<br><b>No. of CT Studies: </b>4
epoetin-alfa,November,2012,4,2012-11-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>November-2012<br><b>No. of CT Studies: </b>4
epoetin-alfa,November,2013,4,2013-11-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>November-2013<br><b>No. of CT Studies: </b>4
epoetin-alfa,November,2014,5,2014-11-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>November-2014<br><b>No. of CT Studies: </b>5
epoetin-alfa,November,2015,5,2015-11-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>November-2015<br><b>No. of CT Studies: </b>5
epoetin-alfa,November,2016,2,2016-11-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>November-2016<br><b>No. of CT Studies: </b>2
epoetin-alfa,November,2017,3,2017-11-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>November-2017<br><b>No. of CT Studies: </b>3
epoetin-alfa,November,2018,1,2018-11-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>November-2018<br><b>No. of CT Studies: </b>1
epoetin-alfa,November,2019,1,2019-11-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>November-2019<br><b>No. of CT Studies: </b>1
epoetin-alfa,October,2010,4,2010-10-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>October-2010<br><b>No. of CT Studies: </b>4
epoetin-alfa,October,2011,4,2011-10-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>October-2011<br><b>No. of CT Studies: </b>4
epoetin-alfa,October,2012,3,2012-10-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>October-2012<br><b>No. of CT Studies: </b>3
epoetin-alfa,October,2013,5,2013-10-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>October-2013<br><b>No. of CT Studies: </b>5
epoetin-alfa,October,2014,2,2014-10-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>October-2014<br><b>No. of CT Studies: </b>2
epoetin-alfa,October,2015,4,2015-10-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>October-2015<br><b>No. of CT Studies: </b>4
epoetin-alfa,October,2016,2,2016-10-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>October-2016<br><b>No. of CT Studies: </b>2
epoetin-alfa,October,2017,4,2017-10-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>October-2017<br><b>No. of CT Studies: </b>4
epoetin-alfa,October,2018,1,2018-10-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>October-2018<br><b>No. of CT Studies: </b>1
epoetin-alfa,October,2019,3,2019-10-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>October-2019<br><b>No. of CT Studies: </b>3
epoetin-alfa,September,2010,4,2010-09-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>September-2010<br><b>No. of CT Studies: </b>4
epoetin-alfa,September,2011,6,2011-09-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>September-2011<br><b>No. of CT Studies: </b>6
epoetin-alfa,September,2012,6,2012-09-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>September-2012<br><b>No. of CT Studies: </b>6
epoetin-alfa,September,2013,4,2013-09-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>September-2013<br><b>No. of CT Studies: </b>4
epoetin-alfa,September,2014,5,2014-09-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>September-2014<br><b>No. of CT Studies: </b>5
epoetin-alfa,September,2015,3,2015-09-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>September-2015<br><b>No. of CT Studies: </b>3
epoetin-alfa,September,2016,5,2016-09-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>September-2016<br><b>No. of CT Studies: </b>5
epoetin-alfa,September,2017,2,2017-09-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>September-2017<br><b>No. of CT Studies: </b>2
epoetin-alfa,September,2018,4,2018-09-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>September-2018<br><b>No. of CT Studies: </b>4
epoetin-alfa,September,2019,5,2019-09-01,<b>Reference Generic: </b>epoetin-alfa<br><b>Month: </b>September-2019<br><b>No. of CT Studies: </b>5
etanercept,April,2010,4,2010-04-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>April-2010<br><b>No. of CT Studies: </b>4
etanercept,April,2011,2,2011-04-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>April-2011<br><b>No. of CT Studies: </b>2
etanercept,April,2012,0,2012-04-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>April-2012<br><b>No. of CT Studies: </b>0
etanercept,April,2013,3,2013-04-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>April-2013<br><b>No. of CT Studies: </b>3
